"TradeNumber","common.Side","Quantity","Price","PnlForTrade","CumulativePnl"
"2796","Sell","2.6041","7.6784","-0.0049","1008.9679"
"2797","Sell","2.604","7.6881","0.0201","1008.988"
"2798","Sell","2.6057","7.6823","0.0177","1009.0057"
"2799","Sell","2.6008","7.6996","0.025","1009.0307"
"2800","Sell","2.5806","7.7727","0.0585","1009.0892"
"2801","Sell","2.5853","7.7315","-0.0114","1009.0778"
"2802","Sell","2.5891","7.7555","0.0794","1009.1572"
"2803","Sell","2.586","7.7528","0.0484","1009.2056"
"2804","Sell","2.5848","7.7534","0.0408","1009.2464"
"2805","Sell","2.5771","7.8005","0.1025","1009.3489"
"2806","Sell","2.5633","7.8065","0.0105","1009.3594"
"2807","Sell","2.5725","7.7658","-0.0226","1009.3368"
"2808","Sell","2.5555","7.815","-0.0286","1009.3082"
"2809","Sell","2.5629","7.7635","-0.1027","1009.2055"
"2810","Sell","2.5775","7.7714","0.0304","1009.2359"
"2811","Sell","2.5869","7.7458","0.0378","1009.2737"
"2812","Sell","2.58","7.7549","0.0075","1009.2812"
"2813","Sell","2.5831","7.7172","-0.0653","1009.2159"
"2814","Sell","2.5892","7.7154","-0.023","1009.1929"
"2815","Sell","2.6054","7.6516","-0.0645","1009.1284"
"2816","Sell","2.6179","7.6491","0.0249","1009.1533"
"2817","Sell","2.6144","7.655","0.0131","1009.1664"
"2818","Sell","2.5992","7.6936","-0.0029","1009.1635"
"2819","Sell","2.6026","7.6278","-0.1475","1009.016"
"2820","Sell","2.6106","7.6527","-0.0219","1008.9941"
"2821","Sell","2.6114","7.6632","0.0118","1009.0059"
"2822","Sell","2.6142","7.678","0.0718","1009.0777"
"2823","Sell","2.6111","7.6731","0.0355","1009.1132"
"2824","Sell","2.6084","7.6582","-0.024","1009.0892"
"2825","Sell","2.6147","7.6697","0.0535","1009.1427"
"2826","Sell","2.6073","7.6697","-0.0029","1009.1398"
"2827","Sell","2.6225","7.6309","0.0121","1009.1519"
"2828","Sell","2.6323","7.612","0.0369","1009.1888"
"2829","Sell","2.6396","7.5491","-0.0735","1009.1153"
"2830","Sell","2.6296","7.605","-0.0021","1009.1132"
"2831","Sell","2.613","7.655","0.0026","1009.1158"
"2832","Sell","2.6078","7.6587","-0.0276","1009.0882"
"2833","Sell","2.6056","7.6888","0.0341","1009.1223"
"2834","Sell","2.6025","7.672","-0.0338","1009.0885"
"2835","Sell","2.6112","7.6382","-0.0553","1009.0332"
"2836","Sell","2.6211","7.6456","0.0396","1009.0728"
"2837","Sell","2.6082","7.6925","0.0638","1009.1366"
"2838","Sell","2.6031","7.6983","0.0396","1009.1762"
"2839","Sell","2.6035","7.7035","0.0559","1009.2321"
"2840","Sell","2.6","7.7002","0.0203","1009.2524"
"2841","Sell","2.5984","7.6982","0.0034","1009.2558"
"2842","Sell","2.5835","7.749","0.0194","1009.2752"
"2843","Sell","2.5825","7.7454","0.0026","1009.2778"
"2844","Sell","2.584","7.6902","-0.1286","1009.1492"
"2845","Sell","2.6076","7.6988","0.0755","1009.2247"
"2846","Sell","2.6008","7.7079","0.0468","1009.2715"
"2847","Sell","2.6022","7.6703","-0.0401","1009.2314"
"2848","Sell","2.6073","7.6709","0.0","1009.2314"
"2849","Sell","2.5957","7.7193","0.0371","1009.2685"
"2850","Sell","2.5941","7.7103","0.001","1009.2695"
"2851","Sell","2.5957","7.6929","-0.0317","1009.2378"
"2852","Sell","2.5879","7.7626","0.0887","1009.3265"
"2853","Sell","2.5679","7.8","0.0295","1009.356"
"2854","Sell","2.5676","7.7768","-0.0324","1009.3236"
"2855","Sell","2.5753","7.7747","0.0224","1009.346"
"2856","Sell","2.5745","7.7543","-0.0368","1009.3092"
"2857","Sell","2.5681","7.7769","-0.0282","1009.281"
"2858","Sell","2.5507","7.845","0.0099","1009.2909"
"2859","Sell","2.5453","7.8531","-0.0115","1009.2794"
"2860","Sell","2.557","7.8291","0.0189","1009.2983"
"2861","Sell","2.5568","7.832","0.0251","1009.3234"
"2862","Sell","2.5515","7.8423","0.0097","1009.3331"
"2863","Sell","2.5512","7.7872","-0.1333","1009.1998"
"2864","Sell","2.5668","7.792","3.0E-4","1009.2001"
"2865","Sell","2.5679","7.7694","-0.0493","1009.1508"
"2866","Sell","2.5789","7.7648","0.0245","1009.1753"
"2867","Sell","2.5808","7.7564","0.0181","1009.1934"
"2868","Sell","2.5737","7.7871","0.0417","1009.2351"
"2869","Sell","2.5694","7.79","0.0159","1009.251"
"2870","Sell","2.5689","7.7599","-0.0652","1009.1858"
"2871","Sell","2.5842","7.7549","0.0406","1009.2264"
"2872","Sell","2.584","7.7253","-0.038","1009.1884"
"2873","Sell","2.5886","7.7449","0.0481","1009.2365"
"2874","Sell","2.584","7.7641","0.0624","1009.2989"
"2875","Sell","2.5862","7.7406","0.0186","1009.3175"
"2876","Sell","2.5839","7.7268","-0.0344","1009.2831"
"2877","Sell","2.5889","7.7472","0.0566","1009.3397"
"2878","Sell","2.588","7.738","0.0259","1009.3656"
"2879","Sell","2.549","7.8318","-0.037","1009.3286"
"2880","Sell","2.5493","7.8315","-0.0349","1009.2937"
"2881","Sell","2.5577","7.8266","0.0182","1009.3119"
"2882","Sell","2.5592","7.8092","-0.0143","1009.2976"
"2883","Sell","2.5575","7.8649","0.1147","1009.4123"
"2884","Sell","2.5495","7.8643","0.0497","1009.462"
"2885","Sell","2.5433","7.8204","-0.11","1009.352"
"2886","Sell","2.5496","7.7673","-0.1964","1009.1556"
"2887","Sell","2.5842","7.7571","0.046","1009.2016"
"2888","Sell","2.5813","7.7135","-0.089","1009.1126"
"2889","Sell","2.5965","7.7087","0.0158","1009.1284"
"2890","Sell","2.5882","7.7263","-0.0031","1009.1253"
"2891","Sell","2.5888","7.7343","0.0228","1009.1481"
"2892","Sell","2.5764","7.7546","-0.0211","1009.127"
"2893","Sell","2.5814","7.7665","0.0488","1009.1758"
"2894","Sell","2.5758","7.759","-0.0147","1009.1611"
"2895","Sell","2.5793","7.7638","0.0255","1009.1866"
"2896","Sell","2.5794","7.7622","0.0217","1009.2083"
"2897","Sell","2.5764","7.7554","-0.0188","1009.1895"
"2898","Sell","2.5786","7.7641","0.0204","1009.2099"
"2899","Sell","2.5796","7.6908","-0.1605","1009.0494"
"2900","Sell","2.6004","7.668","-0.0597","1008.9897"
"2901","Sell","2.6052","7.6558","-0.0554","1008.9343"
"2902","Sell","2.614","7.6829","0.0833","1009.0176"
"2903","Sell","2.6117","7.6711","0.0345","1009.0521"
"2904","Sell","2.6087","7.6713","0.012","1009.0641"
"2905","Sell","2.6072","7.69","0.0495","1009.1136"
"2906","Sell","2.5993","7.7065","0.0312","1009.1448"
"2907","Sell","2.5967","7.7182","0.0415","1009.1863"
"2908","Sell","2.594","7.7027","-0.0189","1009.1674"
"2909","Sell","2.5966","7.7057","0.0083","1009.1757"
"2910","Sell","2.5798","7.7832","0.0788","1009.2545"
"2911","Sell","2.5714","7.7728","-0.0134","1009.2411"
"2912","Sell","2.5816","7.7486","0.0036","1009.2447"
"2913","Sell","2.5969","7.7311","0.077","1009.3217"
"2914","Sell","2.5861","7.7426","0.0228","1009.3445"
"2915","Sell","2.5936","7.7318","0.0531","1009.3976"
"2916","Sell","2.587","7.7453","0.0373","1009.4349"
"2917","Sell","2.5784","7.7176","-0.1005","1009.3344"
"2918","Sell","2.5875","7.7522","0.0586","1009.393"
"2919","Sell","2.5831","7.7585","0.0408","1009.4338"
"2920","Sell","2.5787","7.7516","-0.0111","1009.4227"
"2921","Sell","2.5783","7.7713","0.0369","1009.4596"
"2922","Sell","2.584","7.7523","0.0318","1009.4914"
"2923","Sell","2.5639","7.8075","0.0177","1009.5091"
"2924","Sell","2.5656","7.8","0.0118","1009.5209"
"2925","Sell","2.5711","7.7352","-0.1117","1009.4092"
"2926","Sell","2.579","7.7637","0.0224","1009.4316"
"2927","Sell","2.588","7.7738","0.1184","1009.55"
"2928","Sell","2.5588","7.8235","0.0187","1009.5687"
"2929","Sell","2.5657","7.8167","0.0556","1009.6243"
"2930","Sell","2.4377","8.2284","0.0579","1009.6822"
"2931","Sell","2.4549","8.2147","0.1662","1009.8484"
"2932","Sell","2.4093","8.3866","0.2056","1010.054"
"2933","Sell","2.4128","8.2998","0.0256","1010.0796"
"2934","Sell","2.4107","8.2727","-0.057","1010.0226"
"2935","Sell","2.4186","8.2998","0.0734","1010.096"
"2936","Sell","2.4218","8.2923","0.082","1010.178"
"2937","Sell","2.4179","8.3075","0.0869","1010.2649"
"2938","Sell","2.3845","8.3966","0.0217","1010.2866"
"2939","Sell","2.3872","8.4188","0.0973","1010.3839"
"2940","Sell","2.3888","8.4159","0.1036","1010.4875"
"2941","Sell","2.3832","8.3755","-0.0393","1010.4482"
"2942","Sell","2.3948","8.3053","-0.1103","1010.3379"
"2943","Sell","2.4235","8.2835","0.075","1010.4129"
"2944","Sell","2.4164","8.3191","0.1019","1010.5148"
"2945","Sell","2.4067","8.2759","-0.082","1010.4328"
"2946","Sell","2.4155","8.284","0.0097","1010.4425"
"2947","Sell","2.4162","8.32","0.1028","1010.5453"
"2948","Sell","2.417","8.277","0.0053","1010.5506"
"2949","Sell","2.4167","8.2682","-0.0184","1010.5322"
"2950","Sell","2.4184","8.2824","0.03","1010.5622"
"2951","Sell","2.4009","8.3705","0.0967","1010.6589"
"2952","Sell","2.392","8.3365","-0.0592","1010.5997"
"2953","Sell","2.408","8.3571","0.1239","1010.7236"
"2954","Sell","2.3995","8.363","0.0671","1010.7907"
"2955","Sell","2.3924","8.3879","0.0674","1010.8581"
"2956","Sell","2.3987","8.3637","0.0623","1010.9204"
"2957","Sell","2.3958","7.4691","-2.1038","1008.8166"
"2958","Sell","2.6305","7.6507","0.1251","1008.9417"
"2959","Sell","2.6155","7.5351","-0.2913","1008.6504"
"2960","Sell","2.6437","7.6171","0.1371","1008.7875"
"2961","Sell","2.6408","7.5925","0.0501","1008.8376"
"2962","Sell","2.6385","7.5935","0.0351","1008.8727"
"2963","Sell","2.4097","8.2027","-0.2335","1008.6392"
"2964","Sell","2.4313","8.2519","0.0631","1008.7023"
"2965","Sell","2.439","8.1916","-0.0205","1008.6818"
"2966","Sell","2.4159","8.2678","-0.0261","1008.6557"
"2967","Sell","2.3423","8.6083","0.1628","1008.8185"
"2968","Sell","2.2928","8.7224","-0.0016","1008.8169"
"2969","Sell","2.3363","8.6231","0.1459","1008.9628"
"2970","Sell","2.3293","8.5598","-0.0614","1008.9014"
"2971","Sell","2.3443","8.5586","0.0639","1008.9653"
"2972","Sell","2.324","8.6999","0.2185","1009.1838"
"2973","Sell","2.2941","8.5742","-0.3301","1008.8537"
"2974","Sell","2.3389","8.5518","0.0016","1008.8553"
"2975","Sell","2.3557","8.5281","0.0897","1008.945"
"2976","Sell","2.3259","8.5227","-0.1768","1008.7682"
"2977","Sell","2.3502","8.547","0.0873","1008.8555"
"2978","Sell","2.3536","8.3219","-0.4129","1008.4426"
"2979","Sell","2.4491","8.2287","0.1526","1008.5952"
"2980","Sell","2.41","8.2945","-0.0106","1008.5846"
"2981","Sell","2.4329","8.165","-0.1357","1008.4489"
"2982","Sell","2.4558","8.1206","-0.0574","1008.3915"
"2983","Sell","2.419","8.3311","0.1527","1008.5442"
"2984","Sell","2.4037","8.2909","-0.0713","1008.4729"
"2985","Sell","2.4178","8.255","-0.0409","1008.432"
"2986","Sell","2.3712","8.4674","0.0781","1008.5101"
"2987","Sell","2.3844","8.4743","0.2056","1008.7157"
"2988","Sell","2.3668","8.5496","0.2353","1008.951"
"2989","Sell","2.3308","8.495","-0.2","1008.751"
"2990","Sell","2.3579","8.5399","0.136","1008.887"
"2991","Sell","2.346","8.528","0.007","1008.894"
"2992","Sell","2.3362","8.5837","0.0532","1008.9472"
"2993","Sell","2.3443","8.5422","0.0253","1008.9725"
"2994","Sell","2.3425","8.5431","0.0124","1008.9849"
"2995","Sell","2.3372","8.4984","-0.1376","1008.8473"
"2996","Sell","2.3779","8.4395","0.0681","1008.9154"
"2997","Sell","2.3794","8.3807","-0.0591","1008.8563"
"2998","Sell","2.3905","8.3531","-0.032","1008.8243"
"2999","Sell","2.4027","8.3445","0.0497","1008.874"
"3000","Sell","2.3965","8.3564","0.0259","1008.8999"
"3001","Sell","2.4008","8.3689","0.0923","1008.9922"
"3002","Sell","2.3789","8.3801","-0.0648","1008.9274"
"3003","Sell","2.3637","8.4959","0.0819","1009.0093"
"3004","Sell","2.3638","8.4963","0.0833","1009.0926"
"3005","Sell","2.3614","8.4868","0.0409","1009.1335"
"3006","Sell","2.3761","8.4415","0.0574","1009.1909"
"3007","Sell","2.3261","8.5638","-0.0792","1009.1117"
"3008","Sell","2.328","8.4212","-0.3954","1008.7163"
"3009","Sell","2.3838","8.41","0.0477","1008.764"
"3010","Sell","2.3864","8.4056","0.0591","1008.8231"
"3011","Sell","2.3943","8.3326","-0.0496","1008.7735"
"3012","Sell","2.4081","8.2603","-0.1085","1008.665"
"3013","Sell","2.4096","8.3093","0.0224","1008.6874"
"3014","Sell","2.4148","8.2936","0.027","1008.7144"
"3015","Sell","2.41","8.3215","0.0546","1008.769"
"3016","Sell","2.4023","8.3347","0.0221","1008.7911"
"3017","Sell","2.41","8.2104","-0.2124","1008.5787"
"3018","Sell","2.4321","8.2343","0.0265","1008.6052"
"3019","Sell","2.4351","8.202","-0.0273","1008.5779"
"3020","Sell","2.4109","8.3011","0.0128","1008.5907"
"3021","Sell","2.4178","8.2729","0.0022","1008.5929"
"3022","Sell","2.4208","8.1796","-0.1983","1008.3946"
"3023","Sell","2.4285","8.2572","0.0528","1008.4474"
"3024","Sell","2.4254","8.2692","0.0564","1008.5038"
"3025","Sell","2.4286","8.2367","0.0039","1008.5077"
"3026","Sell","2.3951","8.4326","0.1967","1008.7044"
"3027","Sell","2.3772","8.4406","0.0653","1008.7697"
"3028","Sell","2.3784","8.407","-0.005","1008.7647"
"3029","Sell","2.3836","8.3586","-0.0762","1008.6885"
"3030","Sell","2.3986","8.3598","0.0519","1008.7404"
"3031","Sell","2.4016","8.3384","0.0255","1008.7659"
"3032","Sell","2.3971","8.3409","-0.0062","1008.7597"
"3033","Sell","2.4026","8.3816","0.1376","1008.8973"
"3034","Sell","2.385","8.3296","-0.1335","1008.7638"
"3035","Sell","2.3983","8.3515","0.0295","1008.7933"
"3036","Sell","2.4032","8.2993","-0.0554","1008.7379"
"3037","Sell","2.4155","8.3027","0.0547","1008.7926"
"3038","Sell","2.417","8.2626","-0.0295","1008.7631"
"3039","Sell","2.4267","8.2579","0.0393","1008.8024"
"3040","Sell","2.4217","8.3003","0.1009","1008.9033"
"3041","Sell","2.4122","8.3078","0.0403","1008.9436"
"3042","Sell","2.4018","8.3201","-0.0168","1008.9268"
"3043","Sell","2.4096","8.2871","-0.0313","1008.8955"
"3044","Sell","2.4162","8.3108","0.0804","1008.9759"
"3045","Sell","2.4107","8.3347","0.0922","1009.0681"
"3046","Sell","2.3829","8.3944","0.0031","1009.0712"
"3047","Sell","2.3786","8.4039","-0.0102","1009.061"
"3048","Sell","2.3706","8.4111","-0.0604","1009.0006"
"3049","Sell","2.3821","8.4218","0.0611","1009.0617"
"3050","Sell","2.3768","8.4207","0.0147","1009.0764"
"3051","Sell","2.3605","8.4739","0.0024","1009.0788"
"3052","Sell","2.3635","8.4422","-0.0466","1009.0322"
"3053","Sell","2.3689","8.4347","-0.0192","1009.013"
"3054","Sell","2.3725","8.451","0.0502","1009.0632"
"3055","Sell","2.3719","8.3548","-0.1827","1008.8805"
"3056","Sell","2.3973","8.3278","-0.0355","1008.845"
"3057","Sell","2.4123","8.31","0.0466","1008.8916"
"3058","Sell","2.3964","8.3642","0.0443","1008.9359"
"3059","Sell","2.3827","8.39","-0.0088","1008.9271"
"3060","Sell","2.3831","8.3921","-0.0012","1008.9259"
"3061","Sell","2.3776","8.4422","0.0719","1008.9978"
"3062","Sell","2.3497","8.5496","0.089","1009.0868"
"3063","Sell","2.3506","8.4578","-0.1188","1008.968"
"3064","Sell","2.3466","8.5284","0.0129","1008.9809"
"3065","Sell","2.3245","8.6404","0.0845","1009.0654"
"3066","Sell","2.3107","8.6158","-0.0914","1008.974"
"3067","Sell","2.3254","8.6102","0.0223","1008.9963"
"3068","Sell","2.3324","8.5487","-0.0612","1008.9351"
"3069","Sell","2.3452","8.5359","0.0181","1008.9532"
"3070","Sell","2.3533","8.5036","0.0115","1008.9647"
"3071","Sell","2.3466","8.5543","0.0738","1009.0385"
"3072","Sell","2.3392","8.5527","0.0063","1009.0448"
"3073","Sell","2.3486","8.5166","0.0019","1009.0467"
"3074","Sell","2.357","8.4551","-0.0713","1008.9754"
"3075","Sell","2.3602","8.4935","0.0465","1009.0219"
"3076","Sell","2.3613","8.495","0.0594","1009.0813"
"3077","Sell","2.3577","8.4623","-0.0481","1009.0332"
"3078","Sell","2.3727","8.4348","0.0133","1009.0465"
"3079","Sell","2.3796","8.4214","0.0393","1009.0858"
"3080","Sell","2.3798","8.4272","0.0549","1009.1407"
"3081","Sell","2.3557","8.5039","0.0323","1009.173"
"3082","Sell","2.3379","8.5728","0.0421","1009.2151"
"3083","Sell","2.338","8.5151","-0.092","1009.1231"
"3084","Sell","2.357","8.5324","0.1104","1009.2335"
"3085","Sell","2.3468","8.561","0.0907","1009.3242"
"3086","Sell","2.3502","8.5075","-0.0059","1009.3183"
"3087","Sell","2.3553","8.4858","-0.0137","1009.3046"
"3088","Sell","2.3595","8.49","0.0323","1009.3369"
"3089","Sell","2.3557","8.4942","0.0099","1009.3468"
"3090","Sell","2.351","8.5238","0.0395","1009.3863"
"3091","Sell","2.3419","8.5362","-0.0087","1009.3776"
"3092","Sell","2.3504","8.5576","0.1139","1009.4915"
"3093","Sell","2.3324","8.5954","0.0478","1009.5393"
"3094","Sell","2.3302","8.6012","0.0429","1009.5822"
"3095","Sell","2.331","8.5909","0.0254","1009.6076"
"3096","Sell","2.332","8.5698","-0.0149","1009.5927"
"3097","Sell","2.3347","8.5625","-0.0093","1009.5834"
"3098","Sell","2.3377","8.5742","0.0442","1009.6276"
"3099","Sell","2.2675","8.8231","0.0068","1009.6344"
"3100","Sell","2.284","8.7373","-0.0443","1009.5901"
"3101","Sell","2.2918","8.7596","0.0755","1009.6656"
"3102","Sell","2.1931","9.2032","0.1829","1009.8485"
"3103","Sell","2.1842","9.2059","0.1078","1009.9563"
"3104","Sell","2.1863","9.1909","0.0943","1010.0506"
"3105","Sell","2.1867","9.2216","0.1645","1010.2151"
"3106","Sell","2.1748","9.2304","0.0738","1010.2889"
"3107","Sell","2.1564","9.328","0.1151","1010.404"
"3108","Sell","2.1495","9.2279","-0.1649","1010.2391"
"3109","Sell","2.1744","9.2495","0.1117","1010.3508"
"3110","Sell","2.167","9.2285","-0.0017","1010.3491"
"3111","Sell","2.1704","9.2374","0.0493","1010.3984"
"3112","Sell","2.1592","9.1551","-0.2321","1010.1663"
"3113","Sell","2.1821","9.1707","0.0113","1010.1776"
"3114","Sell","2.1738","9.2478","0.1029","1010.2805"
"3115","Sell","2.1697","9.1918","-0.0565","1010.224"
"3116","Sell","2.177","9.2134","0.0574","1010.2814"
"3117","Sell","2.166","9.195","-0.0831","1010.1983"
"3118","Sell","2.1858","9.1774","0.0598","1010.2581"
"3119","Sell","2.1511","9.3261","0.061","1010.3191"
"3120","Sell","2.1277","9.4334","0.071","1010.3901"
"3121","Sell","2.1213","9.4496","0.0452","1010.4353"
"3122","Sell","2.1069","9.4331","-0.1255","1010.3098"
"3123","Sell","2.128","9.4093","0.0232","1010.333"
"3124","Sell","2.1384","9.3554","0.0058","1010.3388"
"3125","Sell","2.1394","9.3354","-0.0278","1010.311"
"3126","Sell","2.1492","9.3247","0.0408","1010.3518"
"3127","Sell","2.146","9.3019","-0.0378","1010.314"
"3128","Sell","2.152","9.3299","0.0778","1010.3918"
"3129","Sell","2.1394","9.3639","0.0329","1010.4247"
"3130","Sell","2.1426","9.3219","-0.027","1010.3977"
"3131","Sell","2.1516","9.3339","0.0823","1010.48"
"3132","Sell","2.1264","9.4583","0.112","1010.592"
"3133","Sell","2.0745","9.6564","0.0322","1010.6242"
"3134","Sell","2.0833","9.6516","0.1074","1010.7316"
"3135","Sell","2.0864","9.5814","-0.0098","1010.7218"
"3136","Sell","2.0884","9.6272","0.1052","1010.827"
"3137","Sell","2.0829","9.6791","0.1606","1010.9876"
"3138","Sell","2.0642","9.7157","0.0552","1011.0428"
"3139","Sell","2.0658","9.7073","0.0536","1011.0964"
"3140","Sell","2.07","9.5808","-0.1677","1010.9287"
"3141","Sell","2.1046","9.5788","0.1593","1011.088"
"3142","Sell","2.0859","9.62","0.0662","1011.1542"
"3143","Sell","2.0857","9.4976","-0.1902","1010.964"
"3144","Sell","2.1047","9.4019","-0.2113","1010.7527"
"3145","Sell","2.1186","9.4341","-0.0125","1010.7402"
"3146","Sell","2.1265","9.4398","0.0739","1010.8141"
"3147","Sell","2.1263","9.3631","-0.0915","1010.7226"
"3148","Sell","2.1202","9.4462","0.0282","1010.7508"
"3149","Sell","2.1302","9.3523","-0.0779","1010.6729"
"3150","Sell","2.143","9.3617","0.062","1010.7349"
"3151","Sell","2.1308","9.4092","0.049","1010.7839"
"3152","Sell","2.1215","9.5117","0.1786","1010.9625"
"3153","Sell","2.1017","9.5298","0.0292","1010.9917"
"3154","Sell","2.1074","9.4819","-0.0179","1010.9738"
"3155","Sell","2.0953","9.5622","0.0356","1011.0094"
"3156","Sell","2.098","9.5869","0.113","1011.1224"
"3157","Sell","2.0906","9.5235","-0.0902","1011.0322"
"3158","Sell","2.1013","9.567","0.1035","1011.1357"
"3159","Sell","2.0814","9.5917","-0.036","1011.0997"
"3160","Sell","2.0877","9.6126","0.068","1011.1677"
"3161","Sell","2.0914","9.4527","-0.2303","1010.9374"
"3162","Sell","2.1276","9.4209","0.0438","1010.9812"
"3163","Sell","2.1344","9.4157","0.097","1011.0782"
"3164","Sell","2.119","9.4855","0.0997","1011.1779"
"3165","Sell","2.0993","9.5001","-0.0562","1011.1217"
"3166","Sell","2.1103","9.5056","0.0598","1011.1815"
"3167","Sell","2.1048","9.5237","0.0459","1011.2274"
"3168","Sell","2.0953","9.5123","-0.0684","1011.159"
"3169","Sell","2.1022","9.5183","0.0092","1011.1682"
"3170","Sell","2.1063","9.4939","-0.0034","1011.1648"
"3171","Sell","2.1103","9.4633","-0.03","1011.1348"
"3172","Sell","2.1127","9.4598","-0.0142","1011.1206"
"3173","Sell","2.1078","9.4628","-0.0543","1011.0663"
"3174","Sell","2.1105","9.46","-0.0344","1011.0319"
"3175","Sell","2.1168","9.4659","0.0373","1011.0692"
"3176","Sell","2.1153","9.4904","0.075","1011.1442"
"3177","Sell","2.118","9.4927","0.1058","1011.25"
"3178","Sell","2.1099","9.5199","0.086","1011.336"
"3179","Sell","2.0779","9.6622","0.077","1011.413"
"3180","Sell","2.0325","9.8347","-0.0108","1011.4022"
"3181","Sell","2.0356","9.8614","0.0738","1011.476"
"3182","Sell","2.0337","9.8498","0.0311","1011.5071"
"3183","Sell","2.0332","9.8999","0.1282","1011.6353"
"3184","Sell","2.0192","9.9338","0.0583","1011.6936"
"3185","Sell","2.019","9.8972","-0.0178","1011.6758"
"3186","Sell","2.0275","9.8464","-0.0369","1011.6389"
"3187","Sell","2.0378","9.8902","0.1537","1011.7926"
"3188","Sell","2.044","9.787","0.0043","1011.7969"
"3189","Sell","2.045","9.8","0.0409","1011.8378"
"3190","Sell","2.0359","9.8449","0.0434","1011.8812"
"3191","Sell","2.0343","9.7732","-0.1187","1011.7625"
"3192","Sell","2.0507","9.7923","0.0813","1011.8438"
"3193","Sell","2.048","9.7595","-0.0121","1011.8317"
"3194","Sell","2.0521","9.7321","-0.0283","1011.8034"
"3195","Sell","2.0568","9.7519","0.0575","1011.8609"
"3196","Sell","2.0623","9.64","-0.1197","1011.7412"
"3197","Sell","2.0592","9.73","0.0362","1011.7774"
"3198","Sell","2.0491","9.7937","0.0679","1011.8453"
"3199","Sell","2.0489","9.7503","-0.0225","1011.8228"
"3200","Sell","2.0509","9.8052","0.1092","1011.932"
"3201","Sell","2.0442","9.8098","0.0535","1011.9855"
"3202","Sell","2.047","9.8183","0.0977","1012.0832"
"3203","Sell","2.0463","9.7656","-0.0162","1012.067"
"3204","Sell","2.0534","9.7257","-0.0294","1012.0376"
"3205","Sell","2.0624","9.72","0.0468","1012.0844"
"3206","Sell","2.057","9.7123","-0.022","1012.0624"
"3207","Sell","2.0643","9.6639","-0.0503","1012.0121"
"3208","Sell","2.0767","9.6738","0.0898","1012.1019"
"3209","Sell","2.0698","9.6284","-0.0707","1012.0312"
"3210","Sell","2.0763","9.6076","-0.0516","1011.9796"
"3211","Sell","2.0841","9.6194","0.0479","1012.0275"
"3212","Sell","2.0708","9.6626","0.0095","1012.037"
"3213","Sell","2.0691","9.6656","-8.0E-4","1012.0362"
"3214","Sell","2.0725","9.66","0.0207","1012.0569"
"3215","Sell","2.0694","9.5432","-0.2509","1011.806"
"3216","Sell","2.0953","9.5366","-0.0182","1011.7878"
"3217","Sell","2.1042","9.5615","0.1192","1011.907"
"3218","Sell","2.0997","9.5021","-0.0481","1011.8589"
"3219","Sell","2.1053","9.5128","0.0269","1011.8858"
"3220","Sell","2.1035","9.4673","-0.0855","1011.8003"
"3221","Sell","2.1143","9.4518","-0.0156","1011.7847"
"3222","Sell","2.1167","9.4753","0.056","1011.8407"
"3223","Sell","2.1116","9.5106","0.0829","1011.9236"
"3224","Sell","2.1015","9.5465","0.0621","1011.9857"
"3225","Sell","2.091","9.5784","0.028","1012.0137"
"3226","Sell","2.0885","9.5557","-0.0426","1011.9711"
"3227","Sell","2.0962","9.4823","-0.1236","1011.8475"
"3228","Sell","2.113","9.5044","0.0829","1011.9304"
"3229","Sell","2.0981","9.55","0.0367","1011.9671"
"3230","Sell","2.0889","9.5643","-0.0211","1011.946"
"3231","Sell","2.0925","9.5312","-0.056","1011.89"
"3232","Sell","2.0923","9.5708","0.0247","1011.9147"
"3233","Sell","2.0905","9.5898","0.0477","1011.9624"
"3234","Sell","2.0831","9.635","0.0707","1012.0331"
"3235","Sell","2.0799","9.6384","0.0466","1012.0797"
"3236","Sell","2.0731","9.6084","-0.0805","1011.9992"
"3237","Sell","2.0834","9.6249","0.0528","1012.052"
"3238","Sell","2.0841","9.575","-0.0446","1012.0074"
"3239","Sell","2.0972","9.5308","-0.0124","1011.995"
"3240","Sell","2.0997","9.5415","0.0342","1012.0292"
"3241","Sell","2.1055","9.5245","0.0536","1012.0828"
"3242","Sell","2.0983","9.531","-0.001","1012.0818"
"3243","Sell","2.1048","9.4864","-0.033","1012.0488"
"3244","Sell","2.1153","9.465","0.0212","1012.07"
"3245","Sell","2.1224","9.4457","0.0475","1012.1175"
"3246","Sell","2.1174","9.4509","0.011","1012.1285"
"3247","Sell","2.1183","9.4316","-0.0214","1012.1071"
"3248","Sell","2.1276","9.4336","0.0705","1012.1776"
"3249","Sell","2.1231","9.4107","-0.02","1012.1576"
"3250","Sell","2.0997","9.4527","-0.1516","1012.006"
"3251","Sell","2.1196","9.4432","0.0157","1012.0217"
"3252","Sell","2.1166","9.4437","-0.0114","1012.0103"
"3253","Sell","2.1208","9.4359","0.0117","1012.022"
"3254","Sell","2.1203","9.4331","0.0013","1012.0233"
"3255","Sell","2.1266","9.4359","0.066","1012.0893"
"3256","Sell","2.1106","9.4979","0.0464","1012.1357"
"3257","Sell","2.1132","9.4662","0.0042","1012.1399"
"3258","Sell","2.1031","9.5328","0.0488","1012.1887"
"3259","Sell","2.1036","9.5028","-0.0095","1012.1792"
"3260","Sell","2.1067","9.5026","0.019","1012.1982"
"3261","Sell","2.1077","9.5028","0.0291","1012.2273"
